NORMA,ART,APT,OPC,PTOS,CALIF,INFRACCION,MULTA,RESPONS,COMENTARIO,MATERIA
CIR,76,2,5A,0,Grave 076.- C),"No Situarse A La Derecha El Conductor Del Vehículo Reseñado Para Efectuar Un Giro A La Izquierda, Sin Existir Un Carril Especialmente Acondicionado Para Efectuar Dicho Giro (Aplicable A Ciclos Y Ciclomotores De Dos
 Ruedas)",200;100,Conductor,NOTA: Sólo en caso de vía interurbana,CAMBIO DE SENTIDO
CIR,77,-,5A,0,Leve,No Entrar Lo Antes Posible En El Carril De Deceleración Al Abandonar Una Vía,80;40,Conductor,,UTILIZACIÓ N CARRILES
CIR,78,1,5A,0,Grave 076.- C),"Efectuar Un Cambio De Sentido De La Marcha Sin Advertir Su Propósito Al Resto De Los Usuarios Con Las Señales Preceptivas Sin La
Antelación Suficiente",200;100,Conductor,"NOTA: En el caso de que no pueda realizarse dicho cambio de sentido de la marcha sin incumplir alguna de las condiciones descritas en este precepto, deberá abstenerse de realizar dicha maniobra y esperar el
momento oportuno para efectuarla.",CAMBIO DE SENTIDO
CIR,78,1,5B,3,Grave 076.- C),"Realizar Un Cambio De Sentido De La Marcha Poniendo En Peligro A Otros Usuarios De La Vía (Deberá Indicarse En Qué Consiste El Peligro
Creado)",200;100,Conductor,,CAMBIO DE SENTIDO
CIR,78,1,5C,0,Grave 076.- C),"Realizar Un Cambio De
Sentido De La Marcha Obstaculizando A Otros Usuarios De La Vía (Deberá Indicarse En Qué Consiste El Obstáculo Creado)",200;100,Conductor,,CAMBIO DE SENTIDO
CIR,78,1,5D,0,Grave 076.- C),"Efectuar Un Cambio De
Sentido De La Marcha No Eligiendo Un Lugar Adecuado Para Efectuar La Maniobra (Deberán Indicarse Las Circunstancias Concurrentes)",200;100,Conductor,,CAMBIO DE SENTIDO
CIR,78,1,5E,0,Grave 076.- C),"Permanecer En La
Calzada Para Efectuar Un Cambio De Sentido Impidiendo Continuar La Marcha De Los Vehículos Que Circulan Detrás Del Suyo, Pudiendo Salir De Aquella Por Su Lado
Derecho",200;100,Conductor,,CAMBIO DE SENTIDO
CIR,79,1,5A,3,Grave 076.- C),"Efectuar Un Cambio De Sentido De La Marcha En Lugar Prohibido (Se Prohibe Efectuar El Cambio De Sentido En Toda Situación Que Impida Comprobar Las Circunstancias A Que Alude El Precepto Anterior; En Los Pasos A Nivel, En Los Túneles, Pasos Inferiores Y Tramos De Vía Afectados
Por La Señal Túnel (S-5);)",200;100,Conductor,"NOTA: en las autopistas y autovías, salvo en los lugares habilitados al efecto; y, en general, en todos los tramos de la vía en que esté prohibido el adelantamiento, salvo que el cambio de sentido esté expresamente autorizado. Deberá especificarse el lugar concreto donde se ha realizado dicha maniobra.",CAMBIO DE SENTIDO
CIR,80,1,5A,0,Grave 076.- C),Circular Hacia Atrás Pudiendo Evitarlo Con Otra Maniobra,200;100,Conductor,,CAMBIO DE SENTIDO
CIR,80,2,5A,0,Grave 076.- C),"Circular Hacia Atrás Durante Un Recorrido Superior A Quince Metros Para Efectuar La Maniobra De La Que Es Complementaria (Especificar Si Dicha Maniobra Fue Una Parada, Estacionamiento O Una Incorporación A La
Circulación)",200;100,Conductor,,CAMBIO DE SENTIDO
CIR,80,2,5B,0,Grave 076.- C),"Circular Hacia Atrás Invadiendo Un Cruce De Vías Para Efectuar La Maniobra De La Que Es Complementaria (Especificar Si Dicha Maniobra Fue Una Parada, Estacionamiento O Una Incorporación A La
Circulación)",200;100,Conductor,,CAMBIO DE SENTIDO
CIR,80,3,5A,4,Grave 076.- C),Efectuar La Maniobra De Marcha Atrás En Autovía O Autopista,200;100,Conductor,"NOTA: Excepto los conductores de los vehículos prioritarios, que circulen en servicio urgente y no comprometan la seguridad de
ningún usuario( art. 68.1 RGCirc.)",CAMBIO DE SENTIDO
CIR,80,4,5A,6,"Muy grave 077.-
F)","Circular En Sentido Contrario Al Estipulado Haciéndolo Marcha Atrás En Un Tramo Largo De La Vía (Aplicable A Recorridos Extensos Que Excedan De La Maniobra
 Normal De Marcha Atrás)",500;250,Conductor,NOTA: Se deberá describir el recorrido efectuado,SENTIDO CONTRARI O
CIR,81,1,5A,0,Grave 076.- C),"Efectuar La Maniobra De Marcha Atrás Sin Cerciorarse De Que No Va A Constituir Peligro Para Los Demás Usuarios De La Vía (Deberá Especificarse Las Circunstancias Por La Que La Maniobra Puede Consituir Un Peligro Para Los Demás Usuarios De La
Vía.)",200;100,Conductor,,MARCHA ATRÁS
CIR,81,1,5B,0,Grave 076.- C),No Efectuar Lentamente La Maniobra De Marcha Atrás,200;100,Conductor,,MARCHA ATRÁS
CIR,81,2,5A,0,Grave 076.- C),"Efectuar La Maniobra De Marcha Atrás Sin Advertirlo Con Las Señales Preceptivas ( El Conductor Debe Advertir Mediante Señales Ópticas Toda Maniobra Que Implique Un Desplazamiento Lateral O Hacia Atrás De Su Vehículo, Así Como Su Propósito De Inmovilizarlo O De Frenar Su Marcha De Modo
Considerable.)",200;100,Conductor,"NOTA: Tales advertencias ópticas se efectuarán con antelación suficiente a la iniciación de la maniobra, y, si son luminosas, permanecerán en funcionamiento hasta que termine aquella.",MARCHA ATRÁS
CIR,81,3,5A,0,Grave 076.- C),"No Efectuar La Maniobra De Marcha Hacia Atrás, Con La Máxima Precaución (Deberá Indicarse En Qué Consistió Su Falta De
Precaución)",200;100,Conductor,,MARCHA ATRÁS
CIR,81,3,5B,0,Grave 076.- C),"No Detener El Vehículo,
Ni Desistir De La Maniobra De Marcha Atrás, Exigiéndolo La Seguridad (Deberá Describirse La
Causa)",200;100,Conductor,,MARCHA ATRÁS
CIR,82,2,5A,0,Grave 076.- C),Adelantar A Un Vehículo Por La Derecha Sin Que Exista Espacio Suficiente Para Hacerlo Con Seguridad,200;100,Conductor,"NOTA: En todas las vías objeto de la legislación sobre tráfico, circulación de vehículos a motor y seguridad vial, como norma general, el adelantamiento deberá efectuarse por la izquierda del
vehiculo que se pretende adelantar.",ADELANTA MIENTO
CIR,82,2,5B,0,Grave 076.- C),"Adelantar A Un Vehículo Por La Derecha Sin Que Su Conductor Esté Indicando Claramente Su Propósito De Desplazarse Lateralmente A La
Izquierda",200;100,Conductor,,ADELANTA MIENTO
CIR,82,2,5C,0,Grave 076.- C),"Adelantar Por La Izquierda En Una Vía Con Circulación En Ambos Sentidos, A Un Tranvía Que Marche Por La Zona
Central",200;100,Conductor,,ADELANTA MIENTO
CIR,82,2,5D,0,Grave 076.- C),"Adelantar Por La Izquierda A Un Vehículo Cuyo Conductor Está Indicando Claramente Su Propósito De Desplazarse Lateralmente A La
Izquierda",200;100,Conductor,,ADELANTA MIENTO
CIR,82,3,5A,0,Grave 076.- C),"Adelantar Por La
Derecha, Dentro De Poblado, En Calzada De Varios Carriles De Circulación En El Mismo Sentido, Con Peligro Para Otros Usuarios (Indicar En Qué Consistió El
Peligro)",200;100,Conductor,NOTA: Se aplicará tanto dentro como fuera de poblado.,ADELANTA MIENTO
CIR,83,1,5A,0,Grave 076.- C),"Adelantar A Un Vehículo En Calzada De Varios Carriles En El Mismo Sentido De Circulación, Permaneciendo En El Carril Utilizado Entorpeciendo A Otros Vehículos Que Circulan
Detrás Más Velozmente",200;100,Conductor,,ADELANTA MIENTO
CIR,83,2,5A,0,Grave 076.- C),"Adelantar A Un Vehículo Cambiando De Carril Cuando La Densidad De Circulación Es Tal Que Los Vehículos Ocupan Toda La Anchura De La Calzada ( Cuando La Densidad De Circulación Sea Tal Que Los Vehículos Ocupen Toda La Anchura De La Calzada Y Sólo Puedan Circular A Una Velocidad Que Dependa De La Del Que Los Precede
En Su Carril)",200;100,Conductor,"NOTA: ningún conductor deberá cambiar de carril para adelantar ni para efectuar cualquier otra maniobra, salvo para prepararse a girar a la derecha o a la izquierda, salir de la calzada o tomar determinada dirección.",ADELANTA MIENTO
CIR,84,1,5A,0,Grave 076.- C),"Iniciar Un
Adelantamiento, Que Requiere Un Desplazamiento Lateral, Sin Advertirlo Con La Suficiente Antelación",200;100,Conductor,NOTA: no se considera adelantamientos los producidos entre ciclistas que circulen en grupo,ADELANTA MIENTO
CIR,84,1,5B,4,Grave 076.- C),"Iniciar Un Adelantamiento Sin Que Exista Espacio Libre Suficiente En El Carril Que Utiliza Para La Maniobra, Con Peligro Para Quienes Circulan En Sentido Contrario",200;100,Conductor,"NOTA: para su inclusión en
supuesto de detracción de puntos, es necesario describir en que consistió el peligro(maniobras bruscas, desplazamiento con peligro, colisión, atropello,etc).No es necesario identificar al usuario y/o vehículo afectados y puestos en peligro, pero sí puede aportarse algún dato complementario (marca, modelo, color, matrícula, etc.",ADELANTA MIENTO
CIR,84,1,5C,4,Grave 076.- C),"Iniciar Un Adelantamiento
Sin Que Exista Espacio Libre Suficiente En El Carril Que Utiliza Para La Maniobra, Entorpeciendo A Quienes Circulan En Sentido Contrario",200;100,Conductor,,ADELANTA MIENTO
CIR,84,1,5D,0,Grave 076.- C),"Adelantar A Varios
Vehículos No Existiendo Espacio Entre Ellos Que Le Permita, Si Fuese Necesario, Desviarse Sin Peligro Hacia El Lado Derecho",200;100,Conductor,,ADELANTA MIENTO
CIR,84,2,5A,0,Grave 076.- C),"Adelantar A Un Vehículo
Que Se Ha Desplazado Lateralmente Para Adelantar A Otro O Ha Indicado El Propósito De Adelantar",200;100,Conductor,NOTA: Se considera infracción cuando en el adelantamiento se ha invadido al menos parte de la calzada reservada a la circulación en sentido contrario,ADELANTA MIENTO
CIR,85,1,5A,0,Grave 076.- C),"Adelantar Sin Llevar Durante La Ejecución De La Maniobra Una Velocidad Notoriamente Superior A La Del Vehículo Adelantado (Deberá Indicarse El Tiempo O El Recorrido
Efectuado)",200;100,Conductor,,ADELANTA MIENTO
CIR,85,1,5B,0,Grave 076.- C),"Adelantar A Otro Vehículo Sin Dejar Entre Ambos Una Separación Lateral Suficiente Para Realizar Con Seguridad
Dicha Maniobra",200;100,Conductor,,ADELANTA MIENTO
CIR,85,2,5A,0,Grave 076.- C),"No Volver A Su Mano, Una Vez Iniciado El Adelantamiento, Ante Circunstancias Que Puedan Dificultar Su Finalización Con Seguridad (Indíquese Las Circunstancias Que Impidieron O Dificultaron
El Adelantamiento)",200;100,Conductor,,ADELANTA MIENTO
CIR,85,2,5B,0,Grave 076.- C),"Desistir Del
Adelantamiento Y Volver De Nuevo A Su Carril Sin Advertirlo A Los Que Le Siguen Con Las Señales Preceptivas",200;100,Conductor,,ADELANTA MIENTO
CIR,85,3,5C,0,Grave 076.- C),"Adelantar Sin
Reintegrarse A Su Carril Lo Antes Posible Y De Modo Gradual, Obligando A Otro Usuario A Modificar La Trayectoria O La Velocidad",200;100,Conductor,,ADELANTA MIENTO
CIR,85,3,5D,0,Grave 076.- C),"Adelantar
Reintegrándose A Su Carril Sin Advertirlo Mediante Las Señales Preceptivas",200;100,Conductor,,ADELANTA MIENTO
CIR,85,4,5A,0,Grave 076.- C),"Adelantar Fuera De
Poblado A Peatones, Animales O A Vehículos De 2 Ruedas O Tracción Animal, Vehiculos Inmovilizados Y Otros, Dejando Entre Ambos Una Separación Inferior A 1,50 Metros O No Utilizando El Carril Contiguo De La Calzada (Especificar El Supuesto Acontecido. Igualmente, Es Preciso Señalar Que La Reducción De La Distancia De Separación Reglamentaria (1,5 M.) Era Notoria;)",200;100,Conductor,"NOTA: pudiendo utilizarse expresiones que se adecúen a lo realmente sucedido y que sean lo suficientemente descriptivas (rozando, sin distancia, toque leve,etc).En estos casos debiera añadirse si el ciclista o el peatón tuvieron que realizar alguna acción para evitar ser embestidos.Ver nuevo RD 159/2021, sobre vehículos auxilio y emergencia",ADELANTA MIENTO
CIR,85,4,5B,4,Grave 076.- C),"Adelantar Poniendo En Peligro O Entorpeciendo A Ciclistas Que Circulen
En Sentido Contrario",200;100,Conductor,,ADELANTA MIENTO
CIR,85,5,5A,0,Grave 076.- C),"Adelantar Fuera De
Poblado El Conductor De Un Vehículo De Dos Ruedas A Otro Cualquiera, Dejando Entre Ambos Una Separación Inferior A 1,50
 Metros",200;100,Conductor,,ADELANTA MIENTO
CIR,86,1,5A,0,Grave 076.- C),No Ceñirse Al Borde Derecho De La Calzada Al Ser Advertido Por El Conductor Que Le Sigue Del Propósito De Adelantar A Su Vehículo,200;100,Conductor,"NOTA: Las obligaciones del conductor del vehículo adelantado descritas en este precepto quedarían exceptuadas en los supuestos de giros o cambios de dirección a la izquierda o de parada en ese mismo lado, que lo haría todo lo posible a la izquierda, pero sin interferir la marcha de los
vehículos del sentido contrario.",ADELANTA MIENTO
CIR,86,1,5B,0,Grave 076.- C),"No Indicar Mediante La Señal Reglamentaria Al Vehículo Que Quiere Adelantarle La Posibilidad De Realizarlo Con Seguridad, Cuando No Sea Posible Ceñirse Por Completo Al Borde
Derecho",200;100,Conductor,"NOTA: Tal posibilidad se indicaría extendiendo el brazo horizontalmente y moviéndolo repetidas veces de atrás adelante, con el dorso de la mano hacia atrás o poniendo en funcionamiento el intermitente derecho, cuando no crea conveniente hacer la señal con
el brazo.",ADELANTA MIENTO
CIR,86,2,5A,0,Grave 076.- C),Aumentar La Velocidad Cuando Va A Ser Adelantado,200;100,Conductor,,ADELANTA MIENTO
CIR,86,2,5B,0,Grave 076.- C),"Efectuar Maniobras Que Impidan O Dificulten El Adelantamiento Cuando Va A Ser Adelantado (Describir Sucintamente Las Maniobras
Realizadas)",200;100,Conductor,,ADELANTA MIENTO
CIR,86,2,5C,0,Grave 076.- C),"No Disminuir La Velocidad
Cuando Va A Ser Adelantado, Una Vez Iniciado El Adelantamiento, Al Producirse Una Situación De Peligro",200;100,Conductor,NOTA: Deberán indicarse las circunstancias concurrentes.,ADELANTA MIENTO
CIR,86,2,5D,0,Grave 076.- C),"No Facilitar La Vuelta A
Su Carril Al Conductor Que Adelanta Al Dar Muestras Inequívocas De Desistir De La Maniobra",200;100,Conductor,,ADELANTA MIENTO
CIR,86,3,5A,0,Grave 076.- C),"No Facilitar El
Adelantamiento El Conductor Del Vehículo Reseñado Cuando Las Circunstancias No Permitan Ser Adelantado Con Facilidad Y Sin Peligro (Deberán Indicarse Las Circunstancias Concurrentes. Los Conductores De Vehículos Pesados, De Grandes Dimensiones U Obligados A Respetar Un Límite Específico De Velocidad Deberán Aminorar La Marcha O Apartarse Cuanto Antes Al Arcén, Si Resulta
 Practicable,)",200;100,Conductor,"NOTA: para dejar paso a los que le siguen,cuando la densidad de la circulación en sentido contrario, la anchura insuficiente de la calzada, su perfil o estado no permitan ser adelantados con facilidad y sin peligro.",ADELANTA MIENTO
CIR,87,1-A,5A,4,Grave 076.- C),Adelantar En Curva De Visibilidad Reducida Invadiendo La Zona Reservada Al Sentido Contrario,200;100,Conductor,"NOTA: En las intersecciones y sus
proximidades se puede adelantar cuando se trate de una plaza de circulación giratoria o glorieta, debiendo efecturse por la derecha y siempre que la calzada en que se realice goce de prioridad en la intersección y haya señal expresa que lo indique.",ADELANTA MIENTO
CIR,87,1-A,5B,4,Grave 076.- C),"Adelantar En Cambio De
Rasante De Visibilidad Reducida Invadiendo La Zona Reservada Al Sentido Contrario",200;100,Conductor,,ADELANTA MIENTO
CIR,87,1-A,5C,4,Grave 076.- C),"Adelantar En Un Lugar O
Circunstancia En Que La Visibilidad Disponible No Es Suficiente, Invadiendo La Zona Reservada Al Sentido Contrario (Deberá Indicarse La Causa De La Insuficiente Visibilidad)",200;100,Conductor,NOTA: Se puede adelantar en estos supuestos si los dos sentidos de la circulación están cláramente delimitados y la maniobra puede efectuarse sin invadir la zona reservada al sentido contrario,ADELANTA MIENTO
CIR,87,1-A,5D,0,Grave 076.- C),"Adelantar Detrás De Un
Vehículo Que Realiza La Misma Maniobra Y Que Impide, Por Sus Dimensiones, La Visibilidad De La Parte Delantera De La Vía",200;100,Conductor,,ADELANTA MIENTO
CIR,87,1-B,5A,0,Grave 076.- C),"Adelantar, Sin Utilizar
Las Oportunas Señales Acústicas U Ópticas, En Un Paso Para Peatones Señalizado Como Tal, A Un Vehículo De Más De Dos Ruedas.",200;100,Conductor,,ADELANTA MIENTO
CIR,87,1-B,5E,0,Grave 076.- C),"Adelantar En Un Paso
Para Peatones Señalizado Como Tal A Un Vehículo De Más De Dos Ruedas",200;100,Conductor,,ADELANTA MIENTO
CIR,87,1-B,5F,0,Grave 076.- C),Adelantar En Una Intersección Con Vía Para Ciclistas,200;100,Conductor,,ADELANTA MIENTO
CIR,87,1-B,5G,0,Grave 076.- C),"Adelantar En Un Paso Para Peatones Señalizado Como Tal, Sin Hacerlo A Una Velocidad Que Permita Detenerse A Tiempo Ante El Peligro De
Atropello",200;100,Conductor,,ADELANTA MIENTO
CIR,87,1-B,5I,0,Grave 076.- C),"Adelantar En Un Paso A Nivel O En Sus Proximidades A Un Vehículo De Mas De Dos
Ruedas",200;100,Conductor,,ADELANTA MIENTO
CIR,87,1-C,5G,0,Grave 076.- C),"Adelantar En Intersección O Sus Proximidades (Deberá Denunciarse Cuando No Concurran Las Excepciones Que Lo
Permiten)",200;100,Conductor,,ADELANTA MIENTO
CIR,87,1-D,5H,4,Grave 076.- C),"Adelantar En Túnel O Tramo De Vía Afectado Por La Señal ""Túnel"" En El Que Sólo Se Disponga De Un Carril Para El Sentido De Circulación Del Vehículo Que Pretende
Adelantar """,200;100,Conductor,"NOTA: Se ha considerado oportuno incluir esta conducta entre las merecedoras de detracción de puntos, habida cuenta la 'acumulación' de circunstancias peligrosas que caracterizan la comisión de tal infracción.",ADELANTA MIENTO
CIR,87,1-D,5I,0,Grave 076.- C),"Adelantar En Paso
Inferior En El Que Sólo Se Disponga De Un Carril Para El Sentido De Circulación Del Vehículo
 Que Pretende Adelantar",200;100,Conductor,,ADELANTA MIENTO
CIR,88,1,5A,0,Grave 076.- C),"Rebasar A Un Vehículo Inmovilizado Por Necesidades Del Tráfico, Ocupando Parte De La Calzada Reservada Al Sentido Contrario, En Tramo De Vía En Que Está
Prohibido Adelantar",200;100,Conductor,"NOTA: no se denunciarán adelantamientos a bicicletas, ciclos, ciclomotores, peatones, animales y vehículos de tracción animal, salvo que exista riesgo",ADELANTA MIENTO
CIR,88,1,5B,0,Grave 076.- C),"Adelantar Al Conductor Del Vehículo, Peatón O Animal Reseñado Sin Cerciorarse De Poder Realizar Dicha Maniobra Sin Peligro, Creando Una Situación De Riesgo, Habida Cuenta La Velocidad A La Que Circulaba Aquel (Especificar Si Se Trata De Conductor De Bicicleta, Ciclo, Ciclomotor, Peatón, Animal O Vehículo De
Tracción Animal)",200;100,Conductor,,ADELANTA MIENTO
CIR,88,1,5C,0,Grave 076.- C),"Rebasar A Un Vehículo Inmovilizado Por Causas Ajenas Al Tráfico, Ocupando La Parte De La Calzada Reservada Al Sentido Contrario, En Tramo De Vía En Que Está Prohibido Adelantar, Ocasionando Peligro (No Se Denunciarán Adelantamientos A Bicicletas, Ciclos, Ciclomotores, Peatones, Animales Y Vehículos De Tracción Animal, Salvo
Que Exista Riesgo)",200;100,Conductor,,ADELANTA MIENTO
CIR,89,1,5A,0,Grave 076.- C),"Rebasar Un Obstáculo Situado En Su Camino Ocupando El Espacio Dispuesto Para El Sentido Contrario De Su Marcha, Ocasionando Una Situación De Peligro (Describir Las Circunstancias Concurrentes En Los
 Hechos Denunciados)",200;100,Conductor,"NOTA: Al igual que en el primer supuesto del precepto anterior, todo vehículo que encuentre cualquier obstáculo en su camino que le obligue a ocupar el espacio dispuesto para el sentido contrario de su marcha podra rebasarlo siempre que se haya cerciorado de que puede efectuarlo sin peligro.",ADELANTA MIENTO
CIR,90,1,5A,0,Leve,"Parar El Vehículo Indicado Dentro De La Calzada En Vía Interurbana (La Detención Es Una Inmovilización Del Vehículo Por Emergencia, Por Necesidades De La Circulación O Para Cumplir Algún Precepto Reglamentario; La Parada Es Una Inmovilización De Un Vehículo Durante Un Tiempo Inferior A 2
Minutos,)",80;40,"Titular

Conductor

Arrendatario a largo plazo","NOTA: sin que el conductor pueda abandonarlo; por último,un ESTACIONAMIENTO consiste en la inmovilización de un vehículo que no se encuentra en situación de detención o parada.Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable",PARADA
CIR,90,1,5B,0,Leve,"Parar El Vehículo Indicado Dentro De La Parte Transitable Del Arcén En Vía Interurbana (Deberán Efectuarse De Manera Que El Vehículo No Obstaculice La Circulación Ni Constituya Riesgo Para El Resto De Los Usuarios De La Vía, Cuidando La Colocación Del Mismo Y Evitar Que Pueda Ponerse En Movimiento En Ausencia
Del Conductor.)",80;40,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable",PARADA
CIR,90,1,5C,0,Leve,Estacionar El Vehículo Indicado Dentro De La Calzada En Vía Interurbana,80;40,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable",ESTACIONA MIENTO
CIR,90,1,5D,0,Leve,Estacionar El Vehículo Indicado Dentro De La Parte Transitable Del Arcén En Vía Interurbana,80;40,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable",ESTACIONA MIENTO
CIR,90,2,5A,0,Leve,Parar El Vehículo Indicado Separado Del Borde Derecho De La Calzada En Vía Urbana De Doble Sentido,80;40,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable",PARADA
CIR,90,2,5B,0,Leve,"Parar El Vehículo Indicado En El Borde Izquierdo De La Calzada, En Relación Con El Sentido De Su Marcha, En Vía Urbana De Doble Sentido",80;40,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable",PARADA
CIR,91,1,5A,0,Leve,Parar El Vehículo Obstaculizando La Circulación. (Especificar Hechos),80;40,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable",PARADA
CIR,91,1,5B,0,Leve,Estacionar El Vehículo Obstaculizando La Circulación. (Especificar Hechos),80;40,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable",ESTACIONA MIENTO
CIR,91,1,5C,0,Grave 076.- D),Parar El Vehículo Obstaculizando La Circulación O Creando Peligro Para Otros Usuarios (Especificar Hechos.),200;100,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable.",PARADA
CIR,91,1,5D,0,Grave 076.- D),Estacionar El Vehículo Obstaculizando La Circulación O Creando Peligro Para Otros Usuarios (Especificar Hechos.),200;100,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable.",ESTACIONA MIENTO
CIR,91,2,5A,0,Grave 076.- D),Parar Un Vehículo De Tal Forma Que Impide La Incorporación A La Circulación De Otro Vehículo Debidamente Parado O Estacionado,200;100,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable",PARADA
CIR,91,2,5B,0,Grave 076.- D),"Parar Un Vehículo Cuando Se Obstaculice La Utilización Normal Del Paso De Salida O Acceso A Un Inmueble De Personas O Animales O De Vehículos En Un Vado Señalizado
Correctamente",200;100,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable",PARADA
CIR,91,2,5C,0,Grave 076.- D),"Estacionar Un Vehículo Cuando Se Obstaculice La Utilización Normal Del Paso De Salida O Acceso A Un Inmueble De Personas O Animales O De Vehículos En Un Vado Señalizado
Correctamente",200;100,"Titular

Conductor

Arrendatario a largo plazo",NOTA: Para aquellos supuestos en los que el Agente denunciante ha constatado la efectiva obstaculización o el acceso a un inmueble.,ESTACIONA MIENTO
CIR,91,2,5D,0,Grave 076.- D),Parar Un Vehículo Obstaculizando La Utilización Normal De Los Pasos Rebajados Para Discapacitados Físicos,200;100,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable",PARADA
CIR,91,2,5E,0,Grave 076.- D),Estacionar Un Vehículo Obstaculizando La Utilización Normal De Los Pasos Para Personas Con Movilidad Reducida,200;100,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable",ESTACIONA MIENTO
CIR,91,2,5F,0,Grave 076.- D),"Parar Un Vehículo En Mediana, Separador, Isleta U Otro Elemento De Canalización Del Tráfico",200;100,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable",PARADA
CIR,91,2,5G,0,Grave 076.- D),Estacionar Un Vehículo En Zona Reservada A Carga Y Descarga Durante Las Horas De Utilización,200;100,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable",ESTACIONA MIENTO
CIR,91,2,5H,0,Grave 076.- D),Estacionar Un Vehículo En Doble Fila Sin Conductor,200;100,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable",ESTACIONA MIENTO
CIR,91,2,5I,0,Grave 076.- D),"Estacionar Un Vehículo En Una Parada De Transporte Público, Señalizada Y Delimitada",200;100,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable",ESTACIONA MIENTO
CIR,91,2,5J,0,Grave 076.- D),"Estacionar El Vehículo Constituyendo Un Peligro U Obstaculizando Gravemente El Tráfico De Peatones, Vehículos O Animales (Deberá Indicarse El Peligro O
Grave Obstáculo Creado)",200;100,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable",ESTACIONA MIENTO
CIR,91,2,5K,0,Grave 076.- D),"Abandonar El Vehículo En El Carril De Peaje Con Voluntad De Dejarlo Allí Detenido. (Deberá Indicarse Detalladamente El Comportamiento Y/O El Tipo De Perjuicio, Molestia O Daño
Causados )",200;100,Conductor,,ESTACIONA MIENTO
CIR,92,1,5A,0,Leve,"Parar El Vehículo No Situándolo Paralelamente Al Borde De La Calzada, Sin Que Las Características De La Vía U Otras Circunstancias Así Lo Aconsejen",80;40,"Titular

Conductor

Arrendatario a largo plazo","NOTA: Responsabilidad de titular o arrendatario, salvo designación de conductor habitual o conductor responsable. En caso de conductor identificado en la denuncia, es el responsable",PARADA
